0,10

1,10

2,10

3,12

4,12

5,14

6,14

7,14

8,16

9,16

10,16

11,16

12,16

13,18

14,18

15,18

16,18

17,18

18,18

19,18

20,18

21,20

22,20

23,20

24,20

25,20

26,20

27,20

28,20

29,20

30,20

31,20

32,20

33,20

34,22

35,22

36,22

37,22

38,22

39,22

40,22

41,22

42,22

43,22

44,22

45,22

46,22

47,22

48,22

49,22

50,22

51,22

52,22

53,22

54,22

55,24

56,24

57,24

58,24

59,24

60,24

61,24

62,24

63,24

64,24

65,24

66,24

67,24

68,24

69,24

70,24

71,24

72,24

73,24

74,24

75,24

76,24

77,24

78,24

79,24

80,24

81,24

82,24

83,24

84,24

85,24

86,24

87,24

88,24

89,26

90,26

91,26

92,26

93,26

94,26

95,26

96,26

97,26

98,26

99,26

100,26

101,26

102,26

103,26

104,26

105,26

106,26

107,26

108,26

109,26

110,26

111,26

112,26

113,26

114,26

115,26

116,26

117,26

118,26

119,26

120,26

121,26

122,26

123,26

124,26

125,26

126,26

127,26

128,26

129,26

130,26

131,26

132,26

133,26

134,26

135,26

136,26

137,26

138,26

139,26

140,26

141,26

142,26

143,26

144,28

145,28

146,28

147,28

148,28

149,28

150,28

151,28

152,28

153,28

154,28

155,28

156,28

157,28

158,28

159,28

160,28

161,28

162,28

163,28

164,28

165,28

166,28

167,28

168,28

169,28

170,28

171,28

172,28

173,28

174,28

175,28

176,28

177,28

178,28

179,28

180,28

181,28

182,28

183,28

184,28

185,28

186,28

187,28

188,28

189,28

190,28

191,28

192,28

193,28

194,28

195,28

196,28

197,28

198,28

199,28

200,28

201,28

202,28

203,28

204,28

205,28

206,28

207,28

208,28

209,28

210,28

211,28

212,28

213,28

214,28

215,28

216,28

217,28

218,28

219,28

220,28

221,28

222,28

223,28

224,28

225,28

226,28

227,28

228,28

229,28

230,28

231,28

232,28

233,30

234,30

235,30

236,30

237,30

238,30

239,30

240,30

241,30

242,30

243,30

244,30

245,30

246,30

247,30

248,30

249,30

250,30

251,30

252,30

253,30

254,30

255,30

256,30

257,30

258,30

259,30

260,30

261,30

262,30

263,30

264,30

265,30

266,30

267,30

268,30

